"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Bureau of Labor Statistics (ID 9379)","Bureau of Labor Statistics10.21916","open","262","60","true","true"
"Burnasyan Federal Medical Biophysical Center Of Federal Medical Biological Agency (ID 18839)","Burnasyan Federal Medical Biophysical Center Of Federal Medical Biological Agency10.33266","open","258","310","true","true"
"Bursa Technical University (ID 25186)","Academic Review of Humanities and Social Sciences10.54186","open","14","36","true","true"
"Bursa Technical University (ID 25186)","Journal of Innovative Science and Engineering, Bursa Technical University10.38088","open","14","36","true","true"
"Bursa Uludag University (ID 23269)","Bursa Uludag University10.37093","open","16","56","true","true"
"Business History Society of Japan (ID 2958)","Business History Society of Japan10.5029","open","1153","10","true","true"
"Bussecon International Academy (ID 34776)","Bussecon International Academy10.36096","open","32","107","true","true"
"Buzdar Insights (ID 23149)","Buzdar Insights10.37187","open","6","10","true","true"
"CABI Publishing (ID 242)","AgriXiv10.31220","open","25275","5036","true","false"
"CABI Publishing (ID 242)","CABI Publishing10.1079","open","25275","5036","true","false"
"CABI Publishing (ID 242)","CABI Publishing - Evidence on Demand10.12774","limited","25275","5036","true","false"
"Cadernos de Campo: Revista de Ciencias Sociais (ID 26936)","Cadernos de Campo: Revista de Ciencias Sociais10.47284","open","0","60","false","true"
"Cadernos de historia da ciencia (ID 27548)","Cadernos de historia da ciencia10.47692","open","245","17","true","false"
"Cagatay Sarp (ID 28212)","Cagatay Sarp10.48131","open","0","23","false","true"
"Cahaya Ilmu Cendekia (ID 23495)","Cahaya Ilmu Cendekia10.37251","open","0","83","false","true"
"CAIRN (ID 2273)","CAIRN10.3917","open","373821","46223","true","true"
"California Digital Library (CDL) (ID 29705)","Berkeley Linguistics Society10.20354","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Biogeographia10.21426","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","CDL Crossref test prefix10.15697","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Cliodynamics10.21237","limited","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Combinatorial Theory10.51210","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","EarthArXiv10.31223","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","eScholarship Publishing10.5070","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Frontiers of Biogeography10.21425","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","International Conference on GIScience10.21433","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","International Society of Comparative Psychology10.46867","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Journal for Learning through the Arts10.21977","open","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","Journal of Evolution and Health10.15310","limited","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","San Francisco Estuary and Watershed Science10.15447","limited","21139","4384","true","false"
"California Digital Library (CDL) (ID 29705)","UC Observatories10.20353","limited","21139","4384","true","false"
"California Fish and Wildlife Journal, California Department of Fish and Wildlife (ID 28891)","California Fish and Wildlife Journal, California Department of Fish and Wildlife10.51492","open","0","53","false","true"
"California Pharmacists Association (ID 24548)","California Pharmacists Association10.37901","open","78","53","true","true"
"Calisma ve Toplum (ID 33283)","Calisma ve Toplum10.54752","open","0","22","false","true"
"Camarines Sur Polytechnic Colleges (ID 30034)","Camarines Sur Polytechnic Colleges10.52631","open","0","36","false","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press10.1017","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Anthem Press)10.7135","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Australian Academic Press)10.1375","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (CUP)10.5949","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Entomological Society of Canada)10.4039","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Mathematical Association of America)10.5948","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Nottingham University Press)10.7313","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Society for the Promotion of Roman Studies)10.3815","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press pre-prints10.33774","open","1855039","143186","true","true"
"Cambridge University Press (CUP) (ID 56)","International Centre for Diffraction Data10.1154","open","1855039","143186","true","true"
"Can Tho University (ID 9407)","Can Tho University10.22144","open","1456","630","true","true"
"Canadian Institute for Knowledge Development (ID 19672)","Canadian Institute for Knowledge Development10.33844","open","302","126","false","true"
"Canadian Institute for Studies in Publishing (ID 33034)","Canadian Institute for Studies in Publishing10.54590","open","11","26","true","false"
"Canadian Science Publishing (ID 155)","Canadian Science Publishing10.1139","open","184758","5780","true","true"
"Canadian Society of Petroleum Geologists (ID 21390)","Canadian Society of Petroleum Geologists10.35767","open","483","3","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","Canakkale Arastirmalari Turk Yilligi Dergisi10.17518","limited","155","54","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","Canakkale Onsekiz Mart University Journal of Marine Sciences and Fisheries, Canakkale Onsekiz Mart University10.46384","open","155","54","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","Gastroia Journal of Gastronomy and Travel Research10.32958","open","155","54","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","Journal of Advanced Research in Natural and Applied Sciences10.28979","limited","155","54","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","Troia Tip Dergisi10.55665","open","155","54","true","true"
"Canakkale Onsekiz Mart University (ID 7010)","TroyAcademy, Canakkale Onsekiz Mart University10.31454","open","155","54","true","true"
"Canakkale Onsekiz Mart University Journal of Marine Sciences and Fisheries, Canakkale Onsekiz Mart University (ID 25634)","Canakkale Onsekiz Mart University Journal of Marine Sciences and Fisheries, Canakkale Onsekiz Mart University10.46384","open","0","41","false","true"
"Cankiri Karatekin Universitesi (ID 31538)","Anadolu Orman Arastirmalari Dergisi10.53516","open","0","74","false","true"
"Cankiri Karatekin Universitesi (ID 31538)","AVRASYA Saglik Bilimleri Dergisi (AvrasyaSBD) (Eurasian Journal of Health Sciences)10.53493","open","0","74","false","true"
"Cankiri Karatekin Universitesi (ID 31538)","Cankiri Karatekin Universitesi Sosyal Bilimler Enstitusu Dergisi10.54558","open","0","74","false","true"
"Cantonal and University Library Fribourg (ID 28283)","Cantonal and University Library Fribourg10.51363","open","95","114","false","true"
"Cantonal and University Library Fribourg (ID 28283)","Cantonal and University Library Fribourg10.26034","open","95","114","false","true"
"Cantonal and University Library Fribourg (ID 28283)","Cantonal and University Library Fribourg10.24446","open","95","114","false","true"
"Cantonal and University Library Fribourg (ID 28283)","Cantonal and University Library Fribourg10.18753","open","95","114","false","true"
"Cappelen Damm AS - Cappelen Damm Akademisk (ID 9951)","Cappelen Damm AS - Cappelen Damm Akademisk10.23865","open","1173","1168","true","false"
"Carcinological Society of Japan (ID 7697)","Carcinological Society of Japan10.18353","open","765","45","true","true"
"Cardiology Research Institute (ID 11538)","Cardiology Research Institute10.29001","open","191","190","true","true"
"Caribbean Herpetology (ID 16644)","Caribbean Herpetology10.31611","open","68","17","false","true"
"CASRE of the IGS of NASU (ID 21823)","CASRE of the IGS of NASU10.36023","open","58","40","true","true"
"Cassyni (ID 30676)","Cassyni10.52843","open","0","229","false","true"
"Catholic Theological Association of Korea (ID 22429)","Catholic Theological Association of Korea10.36515","open","181","0","true","false"
"Caucasian Journal of Science (ID 28217)","Caucasian Journal of Science10.48138","open","0","26","false","true"
"CBU Beden Egitimi ve Spor Bilimleri Dergisi (ID 19117)","CBU Beden Egitimi ve Spor Bilimleri Dergisi10.33459","open","43","14","true","true"
"CEIT S.A. (ID 18841)","CEIT S.A.10.33386","open","51","570","true","true"
"Celal Bayar Universitesi Saglık Bilimleri Enstitusu Dergisi (ID 20022)","Celal Bayar Universitesi Saglık Bilimleri Enstitusu Dergisi10.34087","open","40","228","true","true"
"Cellule MathDoc/CEDRAM (ID 3842)","Cellule MathDoc/CEDRAM10.5802","open","8723","1623","true","true"
"Center for Academic Publications Japan (ID 1759)","Center for Academic Publications Japan10.3177","open","3544","243","true","true"
"Center for Assistance to Social Development named after Mykola Pyrohov (ID 24827)","Center for Assistance to Social Development named after Mykola Pyrohov10.37836","open","13","14","true","false"
"Center for Crisis Society Studies (ID 10012)","Center for Crisis Society Studies10.23932","open","236","180","true","true"
"Center for European Social Law Implementation Issues (ID 23811)","Center for European Social Law Implementation Issues10.37440","open","95","1","true","false"
"Center for Interdisciplinary Research on China (ID 20846)","Center for Interdisciplinary Research on China10.35389","open","93","0","true","false"
"Center for Journal Management and Publication, Lambung Mangkurat University (ID 8620)","Center for Journal Management and Publication, Lambung Mangkurat University10.20527","open","3378","3129","false","true"
"Center for Korean History (ID 9641)","Center for Korean History10.22372","open","96","55","true","true"
"Center for Pulp and Paper (ID 10910)","Center for Pulp and Paper10.25269","open","100","19","true","false"
"Center for Scientific Research and Development of Education (ID 10592)","Center for Scientific Research and Development of Education10.24969","open","155","103","true","true"
"Center for Strategic Studies in Business and Finance SSBFNET (ID 8429)","Center for Strategic Studies in Business and Finance SSBFNET10.20525","open","601","729","true","true"
"Center of Endourology Endocenter (ID 25335)","Center of Endourology Endocenter10.38181","open","84","67","false","true"
"Center of Pharmaceutical Analytics Ltd (ID 18974)","Center of Pharmaceutical Analytics Ltd10.33380","open","57","186","true","true"
"Centers for Disease Control and Prevention (CDC) (ID 1822)","Centers For Disease Control and Prevention10.3201","open","12462","1918","true","true"
"Centers for Disease Control and Prevention (CDC) (ID 1822)","Centers for Disease Control and Prevention10.5888","limited","12462","1918","true","true"
"Centers for Disease Control and Prevention (CDC) (ID 1822)","Centers for Disease Control and Prevention10.15620","limited","12462","1918","true","true"
"Centers for Disease Control MMWR Office (ID 6224)","Centers for Disease Control MMWR Office10.15585","open","1907","1025","true","true"
"Centr Regionalnikh Issledovanij (ID 10600)","Centr Regionalnikh Issledovanij10.24975","open","104","100","true","true"
"Central  Power Research Institute (ID 19450)","Central Power Research Institute10.33686","open","45","26","true","false"
"Central Bank of Nigeria (ID 18718)","Central Bank of Nigeria10.33429","open","15","29","true","true"
"Central Council for Research in Homoeopathy (ID 32188)","Central Council for Research in Homoeopathy10.53945","open","264","87","true","true"
"Central Institute for Labour Protection - National Research Institute (ID 32375)","Central Institute for Labour Protection - National Research Institute10.54215","open","393","138","true","true"
"Central Library of the Slovak Academy of Sciences (ID 16018)","Central Library of the Slovak Academy of Sciences10.31577","open","1479","2244","true","true"
"Central Research Institute for Epidemiology (ID 22004)","Central Research Institute for Epidemiology10.36233","open","568","342","true","true"
"Central research institute of geological prospecting for base and precious metals (ID 27662)","Central research institute of geological prospecting for base and precious metals10.47765","open","0","115","false","true"
"Central Research Institute of Radiation Diagnostics (ID 30367)","Central Research Institute of Radiation Diagnostics10.52560","open","0","55","false","true"
"Central Scientific Library of the Urals Branch of the Russian Academy of Sciences (ID 17611)","Central Scientific Library of the Urals Branch of the Russian Academy of Sciences10.32460","open","102","96","false","true"
"Central Scientific Research Institute of Armaments and Military Equipment of Armed Forces of Ukrainе (ID 20117)","Central Scientific Research Institute of Armaments and Military Equipment of Armed Forces of Ukrainе10.34169","open","218","71","true","true"
"Central States Communication Association (ID 16434)","Central States Communication Association10.31446","open","43","48","true","true"
"Centre d Estudis Demografics (CED) (ID 25945)","Centre d Estudis Demografics (CED) 10.46710","open","48","29","true","true"
"Centre for Bioresource Research (ID 21313)","Centre for Bioresource Research10.35691","open","136","98","true","true"
"Centre for Cultural-Anthropological Studies (ID 29949)","Centre for Cultural-Anthropological Studies10.52323","open","27","19","true","true"
"Centre for Evaluation in Education and Science (CEON/CEES) (ID 3964)","Belgrade Centre for Security Policy10.11643","limited","26976","7110","true","true"
"Centre for Evaluation in Education and Science (CEON/CEES) (ID 3964)","Centre for Evaluation in Education and Science10.5937","open","26976","7110","true","true"
"Centre for Research on Islamic Banking and Finance and Business (ID 23227)","American Center of Science and Education10.46545","open","533","561","true","true"
"Centre for Research on Islamic Banking and Finance and Business (ID 23227)","Centre for Research on Islamic Banking and Finance and Business10.46281","open","533","561","true","true"
"Centre on African Philanthropy and Social Investment (ID 26554)","Centre on African Philanthropy and Social Investment (WBS)10.47019","open","1","16","false","true"
"Centre pour la Communication Scientifique Directe (CCSD) (ID 25203)","Centre pour la Communication Scientifique Directe10.46298","open","3542","650","true","true"
"Centre pour la Communication Scientifique Directe (CCSD) (ID 25203)","Centre pour la Communication Scientifique Directe (CCSD)10.23638","open","3542","650","true","true"
"Centre pour la Communication Scientifique Directe (CCSD) (ID 25203)","Logical Methods in Computer Science10.2168","open","3542","650","true","true"
"Centro Andaluz de Medicina del Deporte (ID 18532)","Centro Andaluz de Medicina del Deporte10.33155","open","460","88","true","false"
"Centro de diseno, cine y television (ID 26297)","Centro de diseno, cine y television10.46840","open","110","25","true","true"
"Centro de Estudios de Historia Agraria de America Latina (ID 30996)","Centro de Estudios de Historia Agraria de America Latina10.53077","open","0","59","false","true"
"Centro de Investigacion de la Sociedad del Conocimiento (ID 26149)","Centro de Investigacion de la Sociedad del Conocimiento10.46734","open","10","42","true","true"
"Centro de Investigacion sobre Desarrollo Humano y Sociedad (Coideso) (ID 28319)","Centro de Investigacion sobre Desarrollo Humano y Sociedad (Coideso)10.33670","open","81","9","true","false"
"Centro de Investigacion sobre Desarrollo Humano y Sociedad (Coideso) (ID 28319)","OpenCiencia Preprints10.47073","open","81","9","true","false"
"Centro de Investigacion y Capacitacion para el Desarrollo Regional (CINCADER) (ID 17974)","Centro de Investigacion y Capacitacion para el Desarrollo Regional (CINCADER)10.32829","open","95","70","false","true"
"Centro de Investigacion y Docencia Economicas (CIDE) (ID 27336)","Centro de Investigacion y Docencia Economicas (CIDE)10.47872","open","0","29","false","true"
"Centro de Investigacion y Proyectos en Ambiente y Desarrollo (CIPAD) (ID 24518)","Centro de Investigacion y Proyectos en Ambiente y Desarrollo (CIPAD)10.37684","open","21","0","true","false"
"Centro de Investigaciones en Ciencias Sociales y Humanidades desde America Latina (ID 25931)","Centro de Investigaciones en Ciencias Sociales y Humanidades desde America Latina10.46652","open","24","354","true","true"
"Centro Interdisciplinario de Investigaciones en Psicologia Matematic (ID 6813)","Centro Interdisciplinario de Investigaciones en Psicologia Matematic10.16888","open","207","126","false","true"
"Centro Ramon Pineiro para a Investigacion en Humanidades (ID 30639)","Centro Ramon Pineiro para a Investigacion en Humanidades10.52740","open","0","7","false","true"
"Centro Superior de Estudios Universitarios (ID 23426)","Centro Superior de Estudios Universitarios10.37382","open","42","108","true","true"
"Centro Universitario CIFE (ID 21434)","Centro Universitario CIFE10.35766","open","23","77","false","true"
"Centro Universitario de Occidente de la Universidad de San Carlos de Guatemala (ID 32208)","Centro Universitario de Occidente de la Universidad de San Carlos de Guatemala10.53970","open","0","1","false","true"
"Centro Universitario de Oriente (ID 22162)","Centro Universitario de Oriente10.36314","open","99","97","true","true"
"Centro Universitario de Zacapa (ID 26206)","Centro Universitario de Zacapa10.46780","open","12","63","true","true"
"Centro Universitario UNIEURO (ID 27552)","Centro Universitário UNIEURO10.47695","open","186","32","false","true"
"Centrum Rzeczoznawstwa Budowlanego Sp z. o.o. (ID 23296)","Centrum Rzeczoznawstwa Budowlanego Sp z. o.o.10.37105","open","57","119","true","true"
"Ceramic Research Institute (ID 22277)","Ceramic Research Institute10.36410","open","94","19","true","false"
"Ceramic Society of Japan (ID 846)","Ceramic Society of Japan10.2109","open","17738","437","true","true"
"Ceramist (ID 17453)","Ceramist10.31613","open","70","70","true","true"
"CESaRE (ID 17909)","CESaRE10.33277","open","11","10","false","true"
"Cesm-i Cihan Tarih Kultur ve Sanat Arastirmalari E-Dergisi (ID 12260)","Cesm-i Cihan Tarih Kultur ve Sanat Arastirmalari E-Dergisi10.30804","open","46","29","true","true"
"Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences (ID 23217)","Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences10.37188","open","8072","1646","false","true"
"Character Lab (ID 31798)","Character Lab10.53776","open","92","105","true","true"
"Cheboksary Cooperative Institute Branch of Russian University of Cooperation (ID 30455)","Cheboksary Cooperative Institute Branch of Russian University of Cooperation10.52623","open","79","90","true","true"
"Chechen State University (ID 22662)","Chechen State University10.36684","open","85","2246","true","true"
"Chelonian Conservation and Biology Journal (ID 1453)","BioOne (Chelonian Conservation and Biology Journal)10.2744","open","608","81","true","true"
"Chem-Bio Informatics Society (ID 245)","Chem-Bio Informatics Society10.1273","open","153","13","true","true"
"Chhattisgarh Swami Vivekanand Technical University (ID 12186)","Chhattisgarh Swami Vivekanand Technical University10.30732","open","46","64","true","false"
"Chimera Innova Group (ID 4851)","Chimera Innova Group10.11565","open","1880","230","true","false"
"China Medical University (ID 12796)","China Medical University10.37796","open","159","66","true","false"
"Chinese Center for Disease Control and Prevention (ID 25413)","Chinese Center for Disease Control and Prevention10.46234","open","22","589","false","true"
"Chinese Chemical Society (ID 16648)","Chinese Chemical Society10.31635","open","56","770","true","false"
"Christian Theology Institute Center (ID 20573)","Christian Theology Institute Center10.35271","open","157","0","true","false"
"Chronobiology in Medicine (ID 18515)","Chronobiology in Medicine10.33069","open","33","73","true","true"
"Chungbuk National University National Technology Management Research Institute (ID 19095)","Chungbuk National University National Technology Management Research Institute10.33443","open","18","0","true","false"
"CIENCIA ergo sum - Universidad Autonoma del Estado de Mexico (ID 12322)","CIENCIA ergo sum - Universidad Autonoma del Estado de Mexico10.30878","open","107","52","true","true"
"CIENCIA ergo sum - Universidad Autonoma del Estado de Mexico (ID 12322)","CIENCIA ergo sum - Universidad Autonoma del Estado de Mexico10.30878","open","107","52","true","true"
"Cientifica, Revista Mexicana de Ingenieria Electromecanica y de Sistemas, IPN (ID 26289)","Cientifica, Revista Mexicana de Ingenieria Electromecanica y de Sistemas, IPN10.46842","open","0","42","false","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.33833","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.25726","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.34690","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.51318","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.25630","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.25555","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Cifra Ltd - Russian Agency for Digital Standardization (RADS)10.21266","open","1214","1543","true","true"
"Cifra Ltd - Russian Agency for Digital Standardization (RADS) (ID 19448)","Russian Agency for Digital Standardization (RADS)10.25557","open","1214","1543","true","true"
"Cihannuma Tarih ve Cografya Arastirmalari Dergisi (ID 11969)","Cihannuma Tarih ve Cografya Arastirmalari Dergisi10.30517","open","102","38","true","true"
"CINTER (ID 19159)","CINTER10.33586","open","180","96","true","false"
"City Space Architecture (ID 18222)","City Space Architecture10.32891","open","172","95","true","true"
"Classic Private University (ID 18186)","Classic Private University10.32840","open","1388","3166","true","true"
"Clemson University (ID 12630)","Clemson University10.34068","open","89","123","true","true"
"Clinical and Experimental Health Sciences (ID 19622)","Clinical and Experimental Health Sciences10.33808","open","180","161","true","true"
"Clinical and Experimental Health Sciences (ID 19622)","Clinical and Experimental Health Sciences10.33808","open","180","161","true","true"
"Clinical Exercise Physiology Association (ID 16145)","Clinical Exercise Physiology Association10.31189","open","87","58","true","true"
"CMMB-Colegiul Medicilor Municipiul Bucuresti (ID 16850)","CMMB-Colegiul Medicilor Municipiul Bucuresti10.31689","open","89","134","false","true"
"CMV Verlag (ID 28750)","CMV Verlag10.52547","open","6891","8874","true","true"
"CNBOP-PIB Centrum Naukowo-Badawcze Ochrony Przeciwpozarowej (ID 20568)","CNBOP-PIB Centrum Naukowo-Badawcze Ochrony Przeciwpozarowej10.12845","open","355","45","true","true"
"CNBOP-PIB Centrum Naukowo-Badawcze Ochrony Przeciwpozarowej (ID 20568)","CNBOP-PIB Centrum Naukowo-Badawcze Ochrony Przeciwpozarowej10.17381","open","355","45","true","true"
"CO LTD &quot;EXPO-BIOHIM-TEXNOLOGIES&quot; (ID 23738)","CO LTD ""EXPO-BIOHIM-TEXNOLOGIES""10.37747","open","0","382","false","true"
"Co-Action Publishing (ID 1989)","Co-Action Publishing10.3402","open","1034","0","true","false"
"Co-Action Publishing (ID 1989)","Co-Action Publishing (Emerging Health Threats Forum CIC)10.3134","open","1034","0","true","false"
"Co-Action Publishing (ID 1989)","Co-Action Publishing Cappelen Damms10.17585","open","1034","0","true","false"
"Co-Action Publishing (ID 1989)","Co-Action Publishing Medical Education Online10.3885","open","1034","0","true","false"
"Co-Action Publishing (ID 1989)","CoAction Publishing Libyan Journal of Medicine Society10.4176","open","1034","0","true","false"
"Cocuk ve Gelisim Dergisi (ID 22750)","Cocuk ve Gelisim Dergisi10.36731","open","18","18","true","true"
"Cocuk, Edebiyat ve Dil Egitimi Dergisi (ID 27916)","Cocuk, Edebiyat ve Dil Egitimi Dergisi10.47935","open","0","19","false","true"
"Codon Publications (ID 6228)","Codon Publications10.15586","open","2644","598","true","true"
"Cogitatio (ID 6951)","Cogitatio10.17645","open","1277","1187","true","true"
"Cognizance Research Associates (ID 30192)","Cognizance Research Associates10.52462","open","93","370","true","true"
"Cognizant, LLC (ID 2029)","Cognizant, LLC10.3727","open","5912","786","true","true"
"Cografi Bilimler Dergisi (ID 19456)","Cografi Bilimler Dergisi10.33688","open","209","40","true","true"
"Cold Spring Harbor Laboratory (ID 246)","10.1110","closed","106575","118294","true","true"
"Cold Spring Harbor Laboratory (ID 246)","Cold Spring Harbor Laboratory10.1261","open","106575","118294","true","true"
"Cold Spring Harbor Laboratory (ID 246)","Cold Spring Harbor Laboratory10.1101","open","106575","118294","true","true"
"Cold Spring Harbor Laboratory (ID 246)","Cold Spring Harbor Laboratory - CSHL Library & Archives10.14224","limited","106575","118294","true","true"
"Colegio Oficial de Enfermeria de Malaga (ID 28404)","Colegio Oficial de Enfermeria de Malaga10.51326","open","0","12","false","true"
"College of Education - Aliraqia University (ID 23314)","College of Education - Aliraqia University10.52866","open","1","37","false","true"
"College of Medicine and Health Science, DireDawa University (ID 26543)","College of Medicine and Health Science, DireDawa University10.47008","open","107","73","false","true"
"College Publishing (ID 2370)","College Publishing10.3992","open","689","120","true","true"
"ColNes Publishing (ID 27835)","ColNes Publishing10.47909","open","0","57","false","true"
"Comenius University in Bratislava (ID 25210)","Acta Physica Universitatis Comenianae10.46285","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Bratislava Law Review10.46282","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Journal of Human Resource Management10.46287","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Marketing Science and Inspiration10.46286","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Musaica Archaeologica10.46283","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Muzeologia a kulturne dedicstvo10.46284","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Slovak Yearbook of European Union Law10.54869","open","91","192","true","true"
"Comenius University in Bratislava (ID 25210)","Testimonia theologica10.46288","open","91","192","true","true"
"Comite Iberoamericano de Etica y Bioetica (ID 33954)","Comite Iberoamericano de Etica y Bioetica10.55209","open","0","8","false","true"
"Commagene Journal of Biology (ID 16719)","Commagene Journal of Biology10.31594","open","55","59","true","true"
"Communicable Diseases Intensive Care Association (ID 18279)","Communicable Diseases Intensive Care Association10.32902","open","34","277","true","true"
"Communications Faculty of Sciences University of Ankara Series A1 Mathematics and Statistics (ID 17035)","Communications Faculty of Sciences University of Ankara Series A1 Mathematics and Statistics10.31801","open","1023","203","true","true"
"Communications for Statistical Applications and Methods (ID 11772)","Communications for Statistical Applications and Methods10.29220","open","105","121","true","true"
"Communications in Advanced Mathematical Sciences (ID 19060)","Communications in Advanced Mathematical Sciences10.33434","open","45","46","true","true"
"Composicao Revista de Ciencias Sociais da Universidade Federal de Mato Grosso do Sul (ID 21890)","Composicao Revista de Ciencias Sociais da Universidade Federal de Mato Grosso do Sul10.36066","open","8","28","false","true"
"Compositionality (ID 17437)","Compositionality10.32408","open","4","9","true","true"
"Compuscript, Ltd. (ID 5858)","Compuscript, Ltd.10.15212","open","351","288","true","true"
"Computers, Materials and Continua (Tech Science Press) (ID 17807)","Computers, Materials and Continua (Tech Science Press)10.32604","open","8621","6763","true","true"
"COMU Ziraat Fakultesi Dergisi (ID 18728)","COMU Ziraat Fakultesi Dergisi10.33202","open","80","89","true","true"
"Concept Tech Publishing (ID 25642)","Concept Tech Publishing10.46386","open","0","13","false","true"
"Confederacion Academica Nipona, Espanola y Latinoamericana (ID 847)","Confederacion Academica Nipona, Espanola y Latinoamericana10.2107","open","15","12","true","true"
"Conselho Federal de Farmacia (ID 5578)","Conselho Federal de Farmacia10.14450","open","257","125","true","true"
"Consilium Medicum (ID 18344)","Consilium Medicum10.26442","open","3741","1317","true","true"
"Consilium Medicum (ID 18344)","Consilium Medicum10.36504","open","3741","1317","true","true"
"Consorci del Museu de Ciencies Naturals de Barcelona (ID 18077)","Consorci del Museu de Ciencies Naturals de Barcelona10.32800","open","461","114","false","true"
"Consortium Erudit (ID 4194)","Consortium Erudit10.7202","open","113054","8293","true","true"
"Constitutional Research Institute (ID 20474)","Constitutional Research Institute10.35215","open","83","0","true","false"
"Constructive Mathematical Analysis (ID 18727)","Constructive Mathematical Analysis10.33205","open","30","50","true","true"
"Cooperative Management Institute (ID 20978)","Cooperative Management Institute10.35443","open","17","0","true","false"
"Coordinacion de Investigacion e Innovacion UPEL-IPB (ID 25613)","Coordinacion de Investigacion e Innovacion UPEL-IPB10.46498","open","347","183","false","true"
"Copernicus GmbH (ID 3145)","Copernicus GmbH10.3285","open","177233","125447","true","true"
"Copernicus GmbH (ID 3145)","Copernicus GmbH10.5194","open","177233","125447","true","true"
"Copernicus GmbH (ID 3145)","Copernicus GmbH10.7482","open","177233","125447","true","true"
"Cornell University Library (ID 23729)","Cornell University Library10.37513","open","214","17","false","true"
"Corporacion Colombiana de Investigacion Agropecuaria (Corpoica) (ID 9394)","Corporacion Colombiana de Investigacion Agropecuaria (Corpoica)10.21930","open","614","252","true","true"
"Corporacion de Ciencia y Tecnologia para el Desarrollo de la Industria Naval Maritima y Fluvial - COTECMAR (ID 10661)","Corporacion de Ciencia y Tecnologia para el Desarrollo de la Industria Naval Maritima y Fluvial - COTECMAR10.25043","open","142","23","true","true"
"Corporacion Universitaria Adventista (ID 21171)","Corporacion Universitaria Adventista10.35997","open","47","42","true","true"
"Corporacion Universitaria Autonoma de Narino (ID 27510)","Corporacion Universitaria Autonoma de Narino10.47666","open","0","71","false","true"
"Corporacion Universitaria Autonoma del Cauca (ID 25741)","Corporacion Universitaria Autonoma del Cauca10.46571","open","12","41","true","true"
