"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Shanghai Institute of Ceramics (ID 6166)","Shanghai Institute of Ceramics10.15541","open","1217","444","true","true"
"Faculty of Teacher Education, University of Zagreb (ID 6167)","Faculty of Teacher Education, University of Zagreb10.15516","open","482","86","false","false"
"Universitas Islam Negeri Imam Bonjol Padang (ID 6168)","Universitas Islam Negeri Imam Bonjol Padang10.15548","open","1011","420","false","false"
"Universidad Santo Tomas (ID 6169)","Universidad Santo Tomas10.15332","open","6074","3345","false","false"
"Journal of Eastern European and Central Asian Research (ID 6170)","Journal of Eastern European and Central Asian Research10.15549","open","138","136","true","true"
"Journals of Biomedical Presentations Smart Sci Solutions, Inc. (ID 6172)","Journals of Biomedical Presentations Smart Sci Solutions, Inc.10.15510","open","23","0","false","false"
"Universidad de la Serena (ID 6173)","Universidad de la Serena10.15443","open","155","70","false","false"
"SRI Institute of Political and Mediametric Studies IPMS (ID 6174)","SRI Institute of Political and Mediametric Studies IPMS10.15535","open","339","0","false","false"
"Polish Information Processing Society PTI (ID 6175)","Polish Information Processing Society PTI10.15439","open","1512","340","false","false"
"Revista de Ensino de Engenharia (ID 6176)","Revista de Ensino de Engenharia10.15552","open","184","0","true","false"
"Medikal Akademi Yayincilik ve Produksiyon Tic. Ltd. Sti. (ID 6177)","Medikal Akademi Yayincilik ve Produksiyon Tic. Ltd. Sti.10.15511","open","233","30","false","false"
"Scireps Corporation (ID 6178)","Scireps Corporation10.15550","open","549","0","true","false"
"Scireps Corporation (ID 6178)","Scireps Corporation10.17071","open","549","0","true","false"
"Society of Conservatoire at Jardin Botaniques de la Ville de Geneve (ID 6179)","Society of Conservatoire at Jardin Botaniques de la Ville de Geneve10.15553","open","394","70","true","true"
"Integrated Interactive Information International, LLC (ID 6180)","Integrated Interactive Information International, LLC10.15505","open","0","0","false","false"
"DiscoverSys, Inc. (ID 6181)","DiscoverSys, Inc.10.15562","open","2372","1162","false","false"
"International Society for Neurofeedback Research (ISNR) (ID 6183)","International Society for Neurofeedback Research (ISNR)10.15540","open","649","51","true","false"
"Society of Allied Health Services (ID 6184)","Society of Allied Health Services10.15563","open","84","61","true","true"
"Institute for System Programming of the Russian Academy of Sciences (ID 6185)","Institute for System Programming of the Russian Academy of Sciences10.15514","open","910","223","false","false"
"VTeX (ID 6186)","VTeX10.15559","open","166","68","true","true"
"Christian Journal for Global Health (ID 6187)","Christian Journal for Global Health10.15566","open","184","91","false","false"
"Sergii Iermakov (ID 6188)","Sergii Iermakov10.15561","open","720","265","true","true"
"The Polynesian Society (ID 6189)","The Polynesian Society10.15286","open","128","27","false","false"
"Research Institute of Education Science, Jeju National University (ID 6190)","Research Institute of Education Science, Jeju National University10.15564","open","461","94","false","false"
"Korean Society for Music Theory (ID 6191)","Korean Society for Music Theory10.15571","open","48","0","false","false"
"Society of Chung-Ang Language and Literature (ID 6193)","Society of Chung-Ang Language and Literature10.15565","open","380","158","false","false"
"Medical Student Research Journal (ID 6194)","Medical Student Research Journal10.15404","open","44","6","false","false"
"Trakia University (ID 6196)","Trakia University10.15547","open","1754","693","true","true"
"i-das (ID 6198)","i-das10.15556","open","0","79","false","false"
"Polish Chitin Society (ID 6199)","Polish Chitin Society10.15259","open","132","38","false","false"
"Association of Slovenian Dermatovenerologists (ID 6200)","Association of Slovenian Dermatovenerologists10.15570","open","191","104","true","true"
"Real Academia de Medicina y Cirugia de Andalucia Oriental (ID 6201)","Real Academia de Medicina y Cirugia de Andalucia Oriental10.15568","open","323","105","false","false"
"The Society for Chromatographic Sciences (ID 6203)","The Society for Chromatographic Sciences10.15583","open","142","56","true","true"
"Indian Journal of Peritoneal Dialysis (ID 6204)","Indian Journal of Peritoneal Dialysis10.15582","open","38","0","false","false"
"Sunan Gunung Djati State Islamic University of Bandung (ID 6205)","Sunan Gunung Djati State Islamic University of Bandung10.15575","open","2512","2352","true","true"
"Gruppo Italiano Frattura (ID 6206)","Gruppo Italiano Frattura10.3221","open","1148","294","false","false"
"Group of Companies Med Expert, LLC (ID 6210)","Group of Companies Med Expert, LLC10.15574","open","2098","578","false","false"
"Alexandru Ioan Cuza University (ID 6211)","Alexandru Ioan Cuza University10.15551","open","43","0","false","false"
"Intercom - Sociedade Brasileira de Estudos Interdisciplinares da Comunicacao (ID 6212)","Intercom - Sociedade Brasileira de Estudos Interdisciplinares da Comunicacao10.15555","open","0","0","false","false"
"Fundacion Universidad de Oviedo (ID 6213)","Fundacion Universidad de Oviedo10.15592","open","69","7","true","true"
"Science Gate Publishing PC (ID 6214)","Science Gate Publishing PC10.15579","open","49","2","false","false"
"Fundacion para el Analisis Estrategio y Desarrollo de la Pequena y Mediana Empresa (FAEDPYME) (ID 6215)","Fundacion para el Analisis Estrategio y Desarrollo de la Pequena y Mediana Empresa (FAEDPYME)10.15558","open","55","0","true","false"
"Asian Business Consortium (ID 6216)","Asian Business Consortium10.15590","open","0","0","false","false"
"Medicinos Mintis (ID 6217)","Medicinos Mintis10.15591","open","268","0","true","false"
"Private Company Technology Center (ID 6218)","Private Company Technology Center10.15587","open","7028","2449","true","true"
"Zaporizhzhia National Technical University (ID 6219)","Zaporizhzhia National Technical University10.15588","open","915","316","false","false"
"Admiral Makarov National University of Shipbuilding (ID 6220)","Admiral Makarov National University of Shipbuilding10.15589","open","512","165","false","false"
"National Institute for Health and Care Research (NIHR) (ID 6221)","National Institute for Health and Care Research (NIHR)10.15594","open","2558","855","true","true"
"National Institute for Health and Care Research (NIHR) (ID 6221)","National Institute for Health and Care Research (NIHR)10.3310","open","2558","855","true","true"
"Global Journal of Enterprise Information System (ID 6222)","Global Journal of Enterprise Information System10.15595","open","0","0","false","false"
"The Korean Society for Microsurgery (ID 6223)","The Korean Society for Microsurgery10.15596","open","69","0","true","false"
"Centers for Disease Control MMWR Office (ID 6224)","Centers for Disease Control MMWR Office10.15585","open","1907","1101","true","true"
"National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (ID 6225)","National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)10.15407","open","24756","5578","true","true"
"National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (ID 6225)","National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)10.15407","open","24756","5578","true","true"
"National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (ID 6225)","National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)10.22240","open","24756","5578","true","true"
"Universidad de Navarra (ID 6226)","Universidad de Navarra10.15581","open","2138","934","false","true"
"The Korean Society of Art Theories (ID 6227)","The Korean Society of Art Theories10.15597","open","99","36","false","false"
"Codon Publications (ID 6228)","Codon Publications10.15586","open","2644","683","true","true"
"PNRPU Publishing House (ID 6229)","PNRPU Publishing House10.15593","open","2947","975","true","true"
"Agency for Marine and Fisheries Research and Development (ID 6230)","Agency for Marine and Fisheries Research and Development10.15578","open","4508","849","false","false"
"Precast/Prestressed Concrete Institute (ID 6231)","Precast/Prestressed Concrete Institute10.15554","open","2244","87","false","false"
"Wyzsza Szkola Spoleczno-Przyrodnicza im Wincentego Pola W Lublinie (Vincent Pol University) (ID 6233)","Wyzsza Szkola Spoleczno-Przyrodnicza im Wincentego Pola W Lublinie (Vincent Pol University)10.15442","open","70","0","false","false"
"Instituto Metodista de Servicos Educacionais (ID 6235)","Instituto Metodista de Servicos Educacionais10.15599","open","342","0","true","false"
"Instituto Educacional Piracicabano da Igreja Metodista (ID 6236)","Instituto Educacional Piracicabano da Igreja Metodista10.15600","open","2023","236","true","false"
"Instituto Metodista Izabela Hendrix (ID 6237)","Instituto Metodista Izabela Hendrix10.15601","open","524","0","true","false"
"Instituto Porto Alegre da Igreja Metodista (ID 6238)","Instituto Porto Alegre da Igreja Metodista10.15602","open","321","58","true","false"
"Instituto Metodista de Ensino Superior (ID 6239)","Instituto Metodista de Ensino Superior10.15603","open","4957","864","true","false"
"Vellalar College for Women (ID 6240)","Vellalar College for Women10.15613","open","241","14","false","false"
"International Society of University Colon and Rectal Surgeons (ID 6241)","International Society of University Colon and Rectal Surgeons10.15615","open","0","0","false","false"
"University and Research Librarians' Association (ID 6243)","University and Research Librarians' Association10.15612","open","341","45","false","false"
"Journal of the ASEAN Federation of Endocrine Societies (JAFES) (ID 6244)","Journal of the ASEAN Federation of Endocrine Societies (JAFES)10.15605","open","321","222","false","false"
"Croatian Dairy Union (ID 6245)","Croatian Dairy Union10.15567","open","125","71","false","false"
"Journal of Exercise Therapy and Rehabilitation (ID 6246)","Journal of Exercise Therapy and Rehabilitation10.15437","open","0","37","false","true"
"The Korean Society for Biomedical Laboratory Sciences (ID 6248)","The Korean Society for Biomedical Laboratory Sciences10.15616","open","252","109","true","true"
"The Korean Association of Political Science and Communication (ID 6249)","The Korean Association of Political Science and Communication10.15617","open","195","66","false","false"
"Medical Communications Sp. z.o.o. (ID 6250)","Medical Communications Sp. z.o.o.10.15557","open","1530","488","false","false"
"Universidad de Costa Rica (ID 6251)","Universidad de Costa Rica10.15517","open","14301","3003","false","false"
"Eurasian Publications (ID 6252)","Eurasian Publications10.15604","open","389","133","true","false"
"International Journal of Physiotherapy (ID 6253)","International Journal of Physiotherapy10.15621","open","406","87","false","false"
"University of Rzeszow (ID 6254)","University of Rzeszow10.15584","open","3706","1202","false","false"
"Sel'skokhozyaistvennaya Biologiya Editorial Office (SBEO), NPO (ID 6256)","Sel'skokhozyaistvennaya Biologiya Editorial Office (SBEO), NPO10.15389","open","1744","471","false","false"
"Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte (IFRN) (ID 6259)","Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte (IFRN)10.15628","open","2201","355","false","false"
"ThinkLab (ID 6260)","ThinkLab10.15363","open","192","0","false","false"
"SolarLits (ID 6261)","SolarLits10.15627","open","70","62","false","false"
"Teflin Journal (ID 6262)","Teflin Journal10.15639","open","181","42","false","true"
"Research Group on Disalination and Industrial Outfall (ID 6263)","Research Group on Disalination and Industrial Outfall10.15618","open","16","0","false","false"
"SPIIRAS (ID 6268)","SPIIRAS10.15622","open","1050","145","false","true"
"The Journal of Dental Panacea (ID 6270)","The Journal of Dental Panacea10.15636","open","0","0","false","false"
"Wroclaw University of Economics and Business (ID 6272)","Wroclaw University of Economics and Business10.15611","open","8126","552","false","false"
"Fidelio Publishing (ID 6274)","Fidelio Publishing10.15606","open","0","0","false","false"
"Society of Academy of Dermatology (ID 6275)","Society of Academy of Dermatology10.15624","open","0","0","false","false"
"University of Cape Town (ID 6276)","University of Cape Town10.15641","open","181","121","false","false"
"University of Bohol (ID 6277)","University of Bohol10.15631","open","87","11","false","false"
"Greener Journals (ID 6278)","Greener Journals10.15580","open","1812","0","false","false"
"Physiotherapy New Zealand (ID 6279)","Physiotherapy New Zealand10.15619","open","106","50","false","false"
"State Islamic University (UIN) of Sunan Ampel (ID 6282)","State Islamic University (UIN) of Sunan Ampel10.15642","open","2058","869","false","false"
"Sotsial'no-Gumanitarnoe Znanie Publishing House (ID 6283)","Sotsial'no-Gumanitarnoe Znanie Publishing House10.15643","open","371","116","false","false"
"Universidad de Santander - UDES (ID 6285)","Universidad de Santander - UDES10.15649","open","529","311","true","true"
"Societa Editrice Esculapio (ID 6286)","Societa Editrice Esculapio10.15651","open","206","4","false","false"
"International Network for Korean Language and Culture (ID 6287)","International Network for Korean Language and Culture10.15652","open","186","68","false","false"
"The Korean Academy of Clinical Geriatrics (ID 6291)","The Korean Academy of Clinical Geriatrics10.15656","open","87","43","false","true"
"Media Watch (ID 6292)","Media Watch10.15655","open","0","0","false","false"
"American Research Institute for Policy Development (ID 6329)","American Research Institute for Policy Development10.15640","open","3668","790","false","false"
"University of Zagreb School of Dental Medicine (ID 6330)","University of Zagreb School of Dental Medicine10.15644","open","284","104","false","false"
"The Korean Society of Disaster Information (ID 6331)","The Korean Society of Disaster Information10.15683","open","178","0","true","false"
"University of St. Andrews Library (ID 6332)","University of St. Andrews Library10.15664","open","216","207","false","false"
"Verlag Holzhausen GmbH (ID 6334)","Verlag Holzhausen GmbH10.15661","open","766","3","false","false"
"Sedam Sunchang Foundation (ID 6335)","Sedam Sunchang Foundation10.15577","open","33","0","false","false"
"eSAT Publishing House (ID 6336)","eSAT Publishing House10.15623","open","6055","0","true","false"
"Hacettepe University (ID 6337)","Hacettepe University10.52794","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.15672","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.32600","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.15671","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.32957","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.17065","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.20427","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.21020","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.37599","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.31125","open","1530","1061","true","true"
"Hacettepe University (ID 6337)","Hacettepe University10.17644","open","1530","1061","true","true"
"GENES (ID 6338)","GENES10.15609","open","206","61","true","false"
"Odesa National University of Technology (ID 6339)","Odesa National University of Technology10.15673","open","1743","557","true","true"
"Odesa National University of Technology (ID 6339)","Odesa National University of Technology10.21691","open","1743","557","true","true"
"Japan Society of Health Psychology (ID 6340)","Japan Society of Health Psychology10.11560","open","830","156","true","true"
"Japan Society of Health Psychology (ID 6340)","Japan Society of Health Psychology10.15630","open","830","156","true","true"
"Han-Character and Classical Written Language Education (ID 6341)","Han-Character and Classical Written Language Education10.15670","open","388","41","false","false"
"Han-Character and Classical Written Language Education (ID 6341)","Han-Character and Classical Written Language Education10.36523","open","388","41","false","false"
"Universidad Cesmag (ID 6342)","Universidad Cesmag10.15658","open","186","117","false","false"
"Sookmyung Institute of Multicultural Studies (ID 6343)","Sookmyung Institute of Multicultural Studies10.15685","open","0","0","false","false"
"Orthopaedica, Traumatology, and Prosthetics (ID 6344)","Orthopaedica, Traumatology, and Prosthetics10.15674","open","1017","162","false","false"
"SECEMU (ID 6345)","SECEMU10.14709","open","83","42","false","false"
"Technical University of Kosice, Faculty of Electrical Engineering and Informatics (ID 6346)","Technical University of Kosice, Faculty of Electrical Engineering and Informatics10.15546","open","214","50","false","false"
"University of Waikato (ID 6347)","University of Waikato10.15663","open","991","86","false","false"
"Polish Society of Theoretical and Applied Mechanics (ID 6348)","Polish Society of Theoretical and Applied Mechanics10.15632","open","521","199","false","false"
"Korean Society on Water Environment (ID 6349)","Korean Society on Water Environment10.15681","open","201","0","true","false"
"Medical Review Co, Ltd. (ID 6350)","Medical Review Co, Ltd.10.15634","open","41","8","false","false"
"Chumakov Institute of Poliomyelitis and Viral Encephalitides (ID 6353)","Chumakov Institute of Poliomyelitis and Viral Encephalitides10.15610","open","37","0","false","false"
"Associated Students of the University of Nevada's Nevada State Undergraduate Research Journal (ID 6354)","Associated Students of the University of Nevada's Nevada State Undergraduate Research Journal10.15629","open","26","5","false","false"
"University of Almeria Ed de Universidades Lectoras (ID 6355)","University of Almeria Ed de Universidades Lectoras10.15645","open","0","0","false","false"
"FORMATH Research Group (ID 6356)","FORMATH Research Group10.15684","open","157","10","true","true"
"School of Culture and Communication, The University of Melbourne (ID 6357)","School of Culture and Communication, The University of Melbourne10.15638","open","0","0","false","false"
"The Open Atmospheric Society (ID 6359)","The Open Atmospheric Society10.15569","open","0","0","false","false"
"Revista Artemis (ID 6360)","Revista Artemis10.15668","open","0","0","false","false"
"ALOKI Ltd (ID 6361)","ALOKI Ltd10.15666","open","2578","1019","false","false"
"Makale Sistemi/Geomes (ID 6362)","Makale Sistemi/Geomes10.15659","open","679","630","false","false"
"The University of Agriculture in Krakow (ID 6363)","The University of Agriculture in Krakow10.15576","open","757","148","false","false"
"The Atomic Energy Society of Japan (ID 6364)","The Atomic Energy Society of Japan10.15669","open","660","121","false","false"
"Feminism and Korean Literature (ID 6365)","Feminism and Korean Literature10.15686","open","81","0","false","false"
"Scandinavian Psychologist (ID 6367)","Scandinavian Psychologist10.15714","open","93","0","true","false"
"Volgograd State University (ID 6368)","Volgograd State University10.15688","open","3457","1600","true","true"
"Korean Society of Biology Education (ID 6369)","Korean Society of Biology Education10.15717","open","614","0","true","false"
"Korea Computer Graphics Society (ID 6370)","Korea Computer Graphics Society10.15701","open","271","52","true","true"
"Universidad Autonoma de Nayarit - Revista Bio Ciencias (ID 6371)","Universidad Autonoma de Nayarit - Revista Bio Ciencias10.15741","open","339","101","false","false"
"Korea Institute for Health and Social Affairs (ID 6372)","Korea Institute for Health and Social Affairs10.15709","open","738","0","true","false"
"Korean Society for Curriculum Studies (ID 6373)","Korean Society for Curriculum Studies10.15708","open","369","68","true","false"
"Institute of Humanities (ID 6374)","Institute of Humanities10.15736","open","0","0","false","false"
"Institute of Philosophy (ID 6375)","Institute of Philosophy10.15725","open","0","0","false","false"
"Korean Journal of Financial Law (ID 6376)","Korean Journal of Financial Law10.15692","open","152","36","false","false"
"The Discourse and Cognitive Linguistics Society of Korea (ID 6377)","The Discourse and Cognitive Linguistics Society of Korea10.15718","open","326","0","true","false"
"Universidad Autonoma del Caribe (ID 6378)","Universidad Autonoma del Caribe10.15665","open","840","47","false","false"
"The Korean Poetics Studies Society (ID 6379)","The Korean Poetics Studies Society10.15705","open","490","10","false","false"
"Publishing House for Science and Technology, Vietnam Academy of Science and Technology (Publications) (ID 6380)","Publishing House for Science and Technology, Vietnam Academy of Science and Technology (Publications)10.15625","open","6734","1559","false","true"
"Institute for Philosophy (ID 6381)","Institute for Philosophy10.15750","open","481","49","true","false"
"Contemporary Film Research Institute (ID 6382)","Contemporary Film Research Institute10.15751","open","334","7","true","false"
"Korean Association for the Study of English Language and Lingusitics (KASELL) (ID 6383)","Korean Association for the Study of English Language and Lingusitics (KASELL)10.15738","open","454","0","true","false"
"Vanderbilt University Library (ID 6384)","Vanderbilt University Library10.15695","open","1530","281","false","false"
"Hebrew Union College Press (ID 6385)","Hebrew Union College Press10.15650","open","51","9","false","false"
"Visio Mundi Science Limited (ID 6386)","Visio Mundi Science Limited10.15679","open","36","6","false","false"
"Korean Academy of Kinesiology (ID 6387)","Korean Academy of Kinesiology10.15758","open","309","63","true","true"
"Association of East Asian Studies (ID 6388)","Association of East Asian Studies10.15712","open","0","0","false","false"
"Institute for Japanese Studies (ID 6389)","Institute for Japanese Studies10.15733","open","895","0","false","false"
"Korean Association for Government Accounting (ID 6390)","Korean Association for Government Accounting10.15710","open","78","41","false","false"
"Japan Society for Simulation Technology (ID 6391)","Japan Society for Simulation Technology10.15748","open","106","58","true","true"
"Korean Society for Drama (ID 6392)","Korean Society for Drama10.15716","open","254","7","true","false"
"Linnaeus University (ID 6393)","Linnaeus University10.15626","open","1026","288","false","false"
"Shared Science Publishers OG (ID 6394)","Shared Science Publishers OG10.15698","open","564","203","false","false"
"Instituto Brasileiro de Avaliacao Psicologica (IBAP) (ID 6395)","Instituto Brasileiro de Avaliacao Psicologica (IBAP)10.15689","open","285","99","false","false"
"Journal of Nursing and Socioenvironmental Health (ID 6396)","Journal of Nursing and Socioenvironmental Health10.15696","open","56","0","false","false"
"Global E-Business Association (ID 6397)","Global E-Business Association10.15719","open","794","0","true","false"
"The Society of Korean Dances Studies (ID 6398)","The Society of Korean Dances Studies10.15726","open","351","0","true","false"
"Association for Medical Education in Europe (AMEE) (ID 6399)","Association for Medical Education in Europe (AMEE)10.15694","open","0","0","false","false"
"Korean Society of Consumer Policy and Education (ID 6400)","Korean Society of Consumer Policy and Education10.15790","open","208","62","false","false"
"Korea Employment Agency for the Disabled/Employment Development Institute (ID 6401)","Korea Employment Agency for the Disabled/Employment Development Institute10.15707","open","349","0","true","false"
"Institute for English Cultural Studies (ID 6402)","Institute for English Cultural Studies10.15732","open","235","0","true","false"
"Revista Brasileira de Quiropraxia - Brazilian Journal of Chiropractic (ID 6403)","Revista Brasileira de Quiropraxia - Brazilian Journal of Chiropractic10.15768","open","24","0","false","false"
"Korean Counseling Association (NRFK) (ID 6404)","Korean Counseling Association (NRFK)10.15703","open","1693","7","true","false"
"Foreign Studies Institute (ID 6405)","Foreign Studies Institute10.15755","open","699","0","true","false"
"Africa Leather and Leather Products Institute (ALLPI) (ID 6406)","Africa Leather and Leather Products Institute (ALLPI)10.15677","open","25","3","false","false"
"Breakthrough Institute, Rockefeller Philanthropy Advisors (ID 6407)","Breakthrough Institute, Rockefeller Philanthropy Advisors10.15657","open","0","0","false","false"
"Korean Association of Multimedia-Assisted Learning (ID 6408)","Korean Association of Multimedia-Assisted Learning10.15702","open","249","0","true","false"
"The Society of Korean Language and Literature (ID 6409)","The Society of Korean Language and Literature10.15711","open","107","116","false","false"
"Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares (ID 6410)","Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares10.15687","open","0","0","false","false"
"Universidad Adolfo Ibanez (ID 6411)","Universidad Adolfo Ibanez10.15691","open","278","71","false","false"
"A Fundacao para o Desenvolvimento de Bauru (FunDeB) (ID 6412)","A Fundacao para o Desenvolvimento de Bauru (FunDeB)10.15675","open","353","105","false","false"
"Asian Journal of Education (ID 6413)","Asian Journal of Education10.15753","open","577","93","true","false"
"The Korean Philosophy of Education Society (ID 6414)","The Korean Philosophy of Education Society10.15754","open","417","90","true","false"
"Korean Society on Communication in Healthcare (ID 6415)","Korean Society on Communication in Healthcare10.15715","open","79","0","true","false"
"International Journal of Entrepreneurial Knowledge (ID 6416)","International Journal of Entrepreneurial Knowledge10.15759","open","0","0","false","false"
"Education Association of South Africa (ID 6417)","Education Association of South Africa10.15700","open","658","203","true","true"
"Incessant Nature Science Publishers Pvt Ltd. (ID 6418)","Incessant Nature Science Publishers Pvt Ltd.10.15713","open","1046","337","false","false"
"The Korean Society for History of Education (ID 6419)","The Korean Society for History of Education10.15704","open","305","53","false","false"
"Korea Consumer Agency (ID 6420)","Korea Consumer Agency10.15723","open","247","0","true","false"
"Servicios Ecologicos y Cientificos SA de CV (ID 6421)","Servicios Ecologicos y Cientificos SA de CV10.15450","open","0","0","false","false"
"Dnipropetrovsk National University of Railway Transport (ID 6422)","Dnipropetrovsk National University of Railway Transport10.15802","open","1416","332","true","true"
"The Russian Law Academy of the Ministry of Justice of the RF (ID 6423)","The Russian Law Academy of the Ministry of Justice of the RF10.15727","open","41","0","false","false"
"The Association of Korean Education (ID 6424)","The Association of Korean Education10.15734","open","830","0","true","false"
"SPb RAACI (ID 6425)","SPb RAACI10.15789","open","1779","617","true","true"
"Soonchunhyang Medical Research Institute (ID 6426)","Soonchunhyang Medical Research Institute10.15746","open","393","81","true","true"
"Instituto Nanocell (ID 6427)","Instituto Nanocell10.15729","open","506","9","false","false"
"Scientific Online Publishing, Co. Ltd. (ID 6428)","Scientific Online Publishing, Co. Ltd.10.15764","open","435","0","false","false"
"Center for Studies of Christian Thoughts and Culture (ID 6429)","Center for Studies of Christian Thoughts and Culture10.15757","open","480","118","true","false"
"Korea Institute of Healthcare Architecture (ID 6430)","Korea Institute of Healthcare Architecture10.15682","open","99","0","true","false"
"Feminist Studies (ID 6431)","Feminist Studies10.15767","open","0","0","false","false"
"Democratic Legal Studies Association (ID 6432)","Democratic Legal Studies Association10.15756","open","520","11","true","false"
"Korea Service Management Society (ID 6433)","Korea Service Management Society10.15706","open","762","140","true","false"
"Korean Logistics Society (ID 6434)","Korean Logistics Society10.15735","open","308","4","true","false"
"The Korean Society for School Science (ID 6435)","The Korean Society for School Science10.15737","open","117","0","false","false"
"Society of Biblical Literature/SBL Press (ID 6436)","Society of Biblical Literature/SBL Press10.15699","open","380","128","false","false"
"Journal Issues Limited (ID 6437)","Journal Issues Limited10.15739","open","376","230","false","false"
"Uniwersytet Ekonomiczny w Krakowie - Krakow University of Economics (ID 6439)","Uniwersytet Ekonomiczny w Krakowie - Krakow University of Economics10.15678","open","1210","319","false","false"
"Korea Society for Hermeneutics (ID 6440)","Korea Society for Hermeneutics10.15721","open","0","0","false","false"
"Annex Publishers, LLC (ID 6441)","Annex Publishers, LLC10.15744","open","1034","58","false","false"
"International Journal of Advanced Information Science and Technology (ID 6442)","International Journal of Advanced Information Science and Technology10.15693","open","5","0","false","false"
"Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition (ID 6443)","Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition10.18858","open","166","38","true","true"
"Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition (ID 6443)","Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition10.15747","open","166","38","true","true"
"The Korean Association of Translation Studies (ID 6444)","The Korean Association of Translation Studies10.15749","open","608","0","true","false"
"Fucape Business School (ID 6445)","Fucape Business School10.15728","open","489","104","false","false"
"School of Electrical Engineering and Informatics (STEI) ITB (ID 6446)","School of Electrical Engineering and Informatics (STEI) ITB10.15676","open","543","127","false","false"
"Korean Association for Japanese Culture (ID 6447)","Korean Association for Japanese Culture10.15720","open","0","0","false","false"
"Japanese Association of Cardioangioscopy (ID 6448)","Japanese Association of Cardioangioscopy10.15791","open","34","10","true","true"
"Djokosoetono Research Center (ID 6449)","Djokosoetono Research Center10.15742","open","180","24","false","false"
"Association for Child and Adolescent Mental Health (ACAMH) (ID 6450)","Association for Child and Adolescent Mental Health (ACAMH)10.13056","open","181","438","false","false"
"Korean Speech-Language and Hearing (ID 6451)","Korean Speech-Language and Hearing10.15724","open","704","132","true","false"
"Korea Distribution Science Association (ID 6452)","Korea Distribution Science Association10.15722","open","1004","10","true","false"
"Brazilian Journal of Internal Medicine (ID 6453)","Brazilian Journal of Internal Medicine10.15743","open","18","0","false","false"
"Institute for the Translation of Korean Classics (ID 6454)","Institute for the Translation of Korean Classics10.15752","open","240","0","false","false"
"Publishing Company World of Science LLC (ID 6455)","Publishing Company World of Science LLC10.15862","open","1003","397","true","true"
"University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca (ID 6456)","University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca10.15835","open","3909","739","false","true"
"The Altaic Society of Korea (ID 6457)","The Altaic Society of Korea10.15816","open","146","0","true","false"
"Korean Generative Grammar Circle (ID 6458)","Korean Generative Grammar Circle10.15860","open","444","0","true","false"
"Association for Korea Public Administration History (ID 6459)","Association for Korea Public Administration History10.15856","open","250","0","true","false"
"The Korean Society for Dance Studies (ID 6460)","The Korean Society for Dance Studies10.16877","open","455","0","true","false"
"Research Institute Centerprogamsystem, JSC (ID 6461)","Research Institute Centerprogamsystem, JSC10.15827","open","825","183","false","false"
"Korean Clinical Psychology Association (ID 6462)","Korean Clinical Psychology Association10.15842","open","718","114","true","false"
"Korea Productivity Association (ID 6463)","Korea Productivity Association10.15843","open","591","81","true","false"
"Pontifical University of John Paul II in Krakow (ID 6464)","Pontifical University of John Paul II in Krakow10.15633","open","4140","979","false","false"
"Acta Medica Anatolia (ID 6465)","Acta Medica Anatolia10.15824","open","89","0","false","false"
"Korean Marketing Association (ID 6466)","Korean Marketing Association10.15830","open","110","55","false","false"
"English Language and Literature Association of Korea (ID 6467)","English Language and Literature Association of Korea10.15794","open","596","0","true","false"
"Yonsei Institute for North Korean Studies (ID 6468)","Yonsei Institute for North Korean Studies10.15795","open","38","0","true","false"
"Ural Federal University (ID 6469)","Ural Federal University10.15826","open","2481","1911","false","true"
